160,158,10
161,280,9
162,127,10
163,385,10
164,122,4
165,32,10
166,1000,1
167,201,10
168,71,7
169,330,6
170,282,9
171,138,9
172,187,9
173,408,9
174,177,10
175,225,9
176,161,10
177,210,8
178,135,7
179,161,10
180,44,10
181,177,8
182,372,10
183,71,10
184,71,8
185,49,10
186,164,10
187,178,8
188,1000,1
189,32,10
190,176,10
191,161,10
192,242,6
193,257,8
194,208,10
195,235,9
196,206,7
120,133,9
197,39,10
198,127,8
199,213,8
200,234,9
201,161,10
202,174,8
203,174,9
186,174,9
204,229,10
205,161,7
206,276,8
207,201,10
208,242,9
209,49,9
210,134,9
211,111,9
212,304,10
2,171,7
156,187,10
213,305,10
214,39,10
215,97,10
216,129,10
217,187,9
218,24,10
219,260,7
96,118,6
220,127,5
221,140,10
222,135,10
223,49,9
224,177,9
225,148,10
226,6,9
227,271,10
228,120,7
229,126,10
230,14,7
231,234,8
232,188,10
233,328,10
234,127,8
235,220,6
185,161,10
236,220,8
237,147,9
238,186,9
239,39,10
240,141,10
241,134,9
242,433,10
243,169,10
244,161,8
245,177,10
246,182,10
247,137,10
248,13,8
249,45,9
132,142,10
250,354,10
251,71,7
37,10,8
252,225,10
253,127,5
254,178,9
255,271,10
256,328,10
257,161,10
258,14,8
77,277,9
194,137,10
259,134,10
260,165,7
261,210,10
262,276,7
263,177,10
264,122,10
265,137,10
266,284,5
267,49,10
258,191,8
268,1001,1
269,173,9
38,215,10
270,183,8
271,126,10
272,324,9
273,184,7
274,138,10
275,28,8
276,156,4
277,1001,1
278,354,10
279,1000,0
280,174,8
281,134,10
282,135,6
283,49,10
284,251,9
285,269,8
286,126,9
287,30,10
288,1000,0
289,186,10
180,257,10
290,188,10
291,231,10
292,178,8
36,296,9
293,129,9
294,71,7
295,126,10
296,1000,0
297,174,10
298,171,9
299,49,9
83,147,8
67,198,10
300,10,10
301,257,9
302,177,9
303,1001,1
304,186,9
305,280,8
306,276,8
307,330,10
308,178,10
309,137,7
310,10,8
311,183,9
312,141,10
313,10,7
59,335,10
314,158,10
315,165,10
316,185,8
317,234,9
318,180,9
319,174,8
320,48,10
321,127,8
322,99,8
46,258,8
323,277,10
324,161,9
325,71,7
326,13,9
327,71,8
328,324,8
329,165,9
330,177,9
331,328,10
332,186,10
333,134,10
334,138,10
335,10,10
336,122,10
337,1000,0
338,280,9
339,174,10
64,142,8
340,165,9
78,137,7
341,342,5
342,210,10
343,173,10
344,161,10
345,305,10
346,177,8
347,225,10
348,182,10
269,134,9
349,120,8
350,234,10
351,214,10
352,210,10
353,372,8
354,161,9
355,321,10
356,193,10
357,10,3
358,177,10
359,1000,1
360,126,7
361,127,9
357,171,5
362,45,7
204,163,10
363,156,10
364,210,9
365,174,10
366,126,10
367,271,10
368,134,9
369,180,9
370,212,7
371,195,5
372,370,10
373,105,8
374,1000,1
375,49,9
376,206,6
377,156,10
227,71,10
378,289,8
379,201,7
380,321,5
297,49,10
191,312,9
381,135,10
382,216,9
383,118,9
384,222,5
385,357,10
386,408,7
387,234,10
388,125,6
389,338,10
390,126,10
391,193,10
392,49,10
393,234,9
394,208,8
395,14,7
396,306,10
397,39,8
398,346,10
399,135,9
400,39,10
401,141,8
402,260,10
403,126,10
404,234,8
405,193,10
406,257,10
407,234,9
408,234,9
409,129,8
410,134,10
411,174,9
412,127,9
413,107,8
414,141,8
415,248,7
212,141,10
416,134,10
417,135,8
65,39,10
418,174,9
419,13,7
420,174,9
421,275,4
136,24,9
422,44,8
423,1000,1
424,338,10
425,14,4
77,1001,0
426,49,10
427,71,10
428,32,8
429,142,8
430,359,10
431,127,9
135,319,8
432,141,9
433,288,9
434,163,8
435,396,10
436,236,10
437,182,10
438,335,10
439,125,10
440,274,4
441,44,8
442,258,5
443,318,9
444,133,10
445,49,8
32,328,10
94,335,10
446,180,10
447,185,9
448,286,7
449,24,8
450,45,10
451,38,10
452,318,10
453,147,10
257,214,7
357,46,3
377,251,10
454,71,10
455,317,9
456,323,10
457,42,7
458,32,10
459,49,10
460,372,9
461,32,10
462,243,10
463,30,0
344,44,10
31,295,8
464,246,8
465,161,10
44,134,6
466,177,8
467,97,10
394,215,9
430,39,10
468,188,10
469,49,9
470,336,8
471,126,9
472,185,10
473,129,6
474,161,10
475,394,10
476,45,8
477,173,9
478,45,10
479,163,9
480,330,6
481,247,8
482,148,10
483,242,10
115,335,10
484,161,9
485,49,7
486,49,5
487,142,8
488,189,10
402,331,10
489,368,10
490,300,7
491,120,8
492,234,9
493,174,10
494,169,5
495,180,9
496,174,10
497,208,5
498,295,10
499,177,9
500,10,10
501,275,9
502,49,9
503,175,10
107,49,10
504,168,9
500,148,10
285,32,1
505,401,8
506,10,9
507,438,10
231,39,9
431,161,9
508,71,10
131,195,9
509,71,8
510,126,10
511,188,7
512,177,8
109,48,10
513,280,7
514,225,9
515,141,10
516,137,8
517,49,10
518,191,10
519,208,10
520,105,9
521,120,8
293,193,9
522,206,5
523,282,10
524,126,9
525,260,10
526,142,9
527,49,10
528,71,8
268,129,10
529,171,7
530,49,10
531,3,5
532,1001,1
240,303,10
533,412,10
67,125,10
31,218,9
534,333,9
535,138,9
536,227,10
537,14,10
538,97,10
539,39,10
540,161,10
541,134,9
542,160,10
158,49,10
543,253,9
544,285,7
381,171,10
545,42,9
546,12,10
547,135,10
548,1000,1
549,174,9
550,298,0
551,1000,1
552,120,10
553,32,4
554,123,9
555,1000,1
556,1001,0
557,71,8
558,120,9
250,401,10
559,111,10
560,127,9
196,191,10
82,24,10
561,230,9
562,71,10
563,39,7
547,10,10
440,253,6
564,368,9
565,300,8
566,176,7
567,280,9
568,234,10
569,183,10
570,426,9
571,147,7
572,112,8
120,316,8
573,338,9
574,201,8
575,225,10
120,285,7
576,213,9
577,49,9
578,330,9
579,1000,0
580,175,10
581,126,10
582,127,10
583,231,10
584,331,8
585,328,0
586,177,10
587,193,10
226,138,5
588,97,8
589,126,9
590,174,9
591,214,8
592,118,10
593,160,10
594,330,8
595,234,10
596,129,10
597,401,9
598,111,10
599,231,10
600,30,10
601,1000,1
602,193,10
603,138,7
604,39,10
605,1001,0
606,174,10
607,160,8
338,125,10
608,275,8
609,1000,1
610,49,10
611,49,10
612,217,10
613,71,10
614,126,9
615,357,9
616,206,10
617,138,9
618,335,10
538,324,10
619,185,10
620,126,10
621,231,10
622,328,3
623,111,10
624,24,10
339,142,9
509,303,10
625,177,10
626,71,7
627,49,9
628,161,10
629,330,10
630,137,9
631,138,7
632,246,7
633,335,10
460,3,9
583,71,10
634,282,10
635,174,7
636,49,6
238,215,8
637,177,10
638,10,10
639,379,9
640,174,5
641,284,8
642,330,7
643,111,7
644,252,10
645,32,10
646,344,9
647,161,10
64,204,10
648,49,9
193,174,8
649,127,10
650,12,10
651,137,10
611,97,9
652,305,10
653,165,8
654,234,10
438,346,10
655,71,10
656,30,8
657,337,8
658,262,7
659,1002,0
660,118,7
661,201,9
662,323,10
663,177,7
69,174,9
664,123,10
665,71,10
666,188,10
667,210,10
668,234,10
669,276,10
670,161,8
671,338,10
672,111,9
673,289,10
674,120,10
675,49,10
676,236,10
494,171,10
442,234,10
677,125,10
678,299,10
679,49,6
680,174,6
440,256,10
681,174,10
682,330,10
683,335,6
684,236,10
685,71,10
686,141,10
687,225,10
688,184,10
689,1000,1
690,234,8
691,230,5
320,148,10
692,177,9
455,141,9
693,39,9
694,38,9
573,48,10
695,236,9
696,208,10
697,163,10
698,185,9
699,44,7
700,320,9
362,44,8
701,123,8
702,46,8
703,134,8
510,49,10
704,275,5
705,305,10
542,174,10
615,255,9
706,71,9
540,10,10
707,284,7
708,49,10
709,268,9
710,112,9
711,225,10
712,276,10
713,118,10
714,174,9
715,277,7
716,346,8
717,288,8
172,183,9
718,330,8
719,126,8
720,213,10
721,127,10
722,174,10
723,174,10
724,333,7
725,125,8
726,366,8
727,1001,1
728,135,9
729,301,10
730,185,10
731,161,10
651,177,10
732,1001,0
733,126,9
27,141,10
734,127,9
419,328,7
735,176,10
736,336,10
737,231,10
738,48,10
455,336,9
739,167,10
740,1001,0
741,158,0
742,3,5
743,129,10
345,141,10
744,163,10
745,127,10
746,129,7
747,160,10
41,235,9
748,44,7
749,49,7
750,135,8
535,164,7
751,10,8
752,134,10
753,255,9
526,12,10
754,174,10
755,289,10
756,426,10
757,429,10
208,193,10
186,118,10
758,127,10
759,10,9
760,176,10
761,177,10
761,174,10
762,306,9
633,161,10
763,276,9
764,395,6
765,1001,1
340,138,9
526,127,9
766,244,8
767,10,8
768,97,9
769,213,10
770,39,10
752,142,10
771,354,7
185,147,8
511,206,8
207,174,10
772,321,8
773,193,9
774,174,10
775,215,6
776,45,8
777,48,8
778,234,10
779,158,10
780,112,9
781,39,7
782,280,10
783,180,10
784,1002,0
785,127,10
786,71,9
787,12,9
788,126,10
789,161,10
790,32,7
791,126,10
792,331,6
793,277,9
794,39,8
795,140,10
796,137,10
797,278,8
33,278,6
107,235,10
798,368,9
799,134,10
800,39,6
801,300,9
802,121,7
616,14,8
803,71,6
804,99,10
805,231,10
806,300,8
807,193,10
808,142,8
809,32,8
810,123,9
811,148,5
758,336,10
812,142,9
813,176,10
619,138,5
67,243,10
74,133,9
814,118,10
815,210,5
812,168,9
816,133,10
817,10,6
818,234,8
819,39,8
820,1001,1
821,277,8
822,283,8
823,177,8
824,127,10
825,231,10
826,126,8
4,31,10
720,14,9
827,71,6
583,137,10
828,283,9
829,234,8
511,183,7
268,273,2
624,12,10
830,147,8
831,163,10
832,174,10
833,161,7
460,158,10
103,161,5
834,258,9
256,300,10
835,48,9
41,148,10
836,71,10
623,125,8
726,377,9
837,330,8
838,271,10
31,1001,1
210,213,9
839,174,8
840,171,7
841,24,10
842,118,10
61,161,10
347,1000,1
843,201,8
844,165,7
519,161,10
845,210,6
825,38,7
846,134,10
156,46,10
847,32,4
848,220,8
849,71,10
647,234,10
850,138,9
851,48,8
852,142,9
721,112,8
853,32,10
854,318,10
855,336,10
44,176,7
856,141,10
224,174,10
857,189,9
858,302,6
859,198,10
860,251,5
861,174,9
862,14,9
863,285,7
864,272,5
865,319,8
285,138,6
866,412,10
528,134,9
867,106,9
868,220,10
869,271,10
870,71,8
871,180,10
872,161,9
873,289,10
874,299,10
250,274,10
875,276,10
876,208,8
877,129,3
77,28,10
714,193,9
878,32,9
879,215,10
880,32,6
881,1001,1
882,49,9
509,111,8
883,296,8
884,234,10
72,49,6
885,185,9
156,246,10
886,3,2
887,161,7
888,184,9
376,177,10
889,118,1
672,289,9
890,129,10
357,186,3
619,142,10
383,129,9
891,168,10
892,231,9
495,97,9
893,184,4
894,213,7
895,299,5
896,134,10
70,214,10
897,32,10
898,177,8
899,242,9
22,401,9
900,258,9
901,13,9
511,235,6
654,312,9
902,129,8
903,129,8
904,299,9
820,112,5
905,229,9
906,161,10
907,247,8
496,198,8
908,301,8
308,32,10
909,206,10
353,231,10
910,32,10
911,71,8
67,333,10
912,174,8
913,39,10
914,234,10
915,12,10
916,10,10
917,126,8
222,142,10
67,173,10
483,210,10
918,212,10
797,174,9
919,32,10
540,126,10
920,178,10
921,49,9
922,1002,0
923,111,9
924,258,7
925,278,7
926,126,9
927,165,6
928,28,10
929,71,8
930,49,10
777,255,7
22,356,9
931,336,10
932,220,9
933,160,6
934,122,9
935,39,10
936,174,9
937,134,10
938,112,7
939,126,10
940,1001,1
463,319,6
941,214,10
842,1000,1
463,201,8
942,147,10
943,126,10
944,324,9
945,138,10
946,187,10
947,127,10
948,433,10
949,1001,1
806,283,10
950,177,9
666,275,10
951,39,8
952,214,0
953,346,10
954,185,6
955,125,9
226,185,7
956,371,8
957,71,10
725,10,9
958,174,10
219,246,6
959,97,10
260,175,9
960,357,10
102,438,10
961,321,8
962,129,9
963,201,9
964,137,7
788,112,10
965,44,10
966,126,10
967,111,8
968,214,9
684,263,9
969,39,10
956,126,10
970,305,9
971,14,10
972,129,10
973,173,8
974,106,9
975,316,10
976,234,10
977,118,10
978,44,10
979,120,10
480,373,2
980,346,10
981,141,10
982,71,10
983,171,10
664,48,10
984,12,8
985,97,10
986,13,9
987,138,10
988,49,10
747,135,10
989,174,8
650,1001,1
560,126,9
990,71,10
151,134,10
820,177,8
991,1000,1
992,122,10
993,105,10
994,126,10
995,289,10
996,141,10
343,300,10
997,323,9
998,161,10
999,32,8
1000,111,8
169,160,7
1001,71,8
1002,167,9
1003,111,9
479,437,2
1004,45,9
238,196,9
1005,168,9
33,111,8
1006,412,10
1007,71,10
26,336,10
1008,321,8
1009,71,10
1010,71,9
396,320,8
1011,10,10
1012,275,10
1013,126,9
1014,174,10
1015,129,10
67,356,10
1016,296,5
1017,177,10
54,160,10
1018,42,10
120,124,9
700,234,10
1019,336,8
1020,97,10
1021,48,10
1022,188,10
1023,134,8
1024,32,6
1025,217,10
1026,44,8
1027,129,6
1028,122,9
1029,165,9
1030,10,9
1031,171,8
1032,167,10
36,270,10
1033,180,7
1034,177,9
1035,45,9
1036,142,8
292,156,9
443,335,9
1037,126,10
1038,45,10
1039,201,9
1040,135,10
26,171,8
825,147,10
79,234,10
1041,147,10
1042,368,10
558,252,7
1043,48,9
1044,137,7
1002,171,8
938,123,7
135,1001,1
1045,234,9
1046,210,10
810,234,9
566,174,8
594,126,10
1047,142,10
373,372,8
1048,198,8
997,121,9
1049,213,10
1050,1000,0
354,330,7
1051,387,10
774,218,10
1052,118,8
101,39,10
1053,1000,0
331,192,10
1054,177,7
1055,44,5
1056,134,10
1051,45,8
741,250,0
1057,215,0
1058,111,10
1059,32,7
1060,141,6
85,173,8
566,165,10
1061,225,10
1062,227,8
478,174,10
1063,185,10
1064,289,10
1065,127,9
1066,384,10
813,175,10
927,175,8
1067,138,7
1068,142,7
981,45,10
1069,213,10
1070,71,8
1071,124,7
1072,1000,0
554,138,7
1073,280,8
1017,234,10
1074,320,7
1075,234,7
1076,158,10
1077,215,10
1078,129,8
1079,178,10
592,122,10
158,141,8
1080,342,10
1081,32,8
1082,147,10
1083,106,8
1084,174,7
344,234,8
1085,39,8
1086,280,9
1087,48,9
1088,134,10
1089,433,10
723,191,8
1090,277,8
1091,71,10
1092,120,10
1093,125,10
1094,227,10
1095,188,10
566,160,10
677,180,10
1096,280,10
1097,257,9
494,275,10
1098,234,10
1099,1001,1
757,174,10
1100,24,8
29,236,8
924,12,9
453,99,10
1101,14,9
1102,234,7
1103,49,7
548,49,7
1104,285,7
1105,1001,1
1106,127,10
1107,174,9
1108,244,8
1109,161,9
1110,191,10
1111,44,10
1112,227,9
1113,122,10
248,174,9
1114,160,9
1115,126,7
850,1001,1
1116,191,10
1117,324,9
1118,13,9
361,126,8
1119,167,8
1120,71,9
1121,231,8
1122,182,8
1123,134,9
1124,71,8
1125,45,9
1126,177,10
1127,161,10
1128,439,9
1129,1001,0
1130,174,10
1131,225,5
64,106,10
623,185,6
865,182,9
76,164,10
785,180,8
1132,174,10
736,1000,1
342,174,10
1133,105,10
1134,135,8
1135,137,9
1136,141,10
569,126,10
517,1000,1
1137,126,8
1138,1002,0
1015,71,5
1139,112,10
1086,147,9
1140,16,10
459,127,10
1141,248,7
1142,174,6
180,277,8
1143,10,9
1144,230,10
1145,206,10
1146,127,10
1147,135,10
364,299,10
381,32,10
204,387,9
296,49,9
528,127,9
1148,160,10
1149,191,8
23,257,10
1150,1000,1
502,71,10
675,191,8
792,32,5
1151,255,8
1152,1000,0
1153,13,10
1154,177,10
1155,161,10
1156,142,6
254,97,9
1157,382,10
1158,118,8
1159,32,7
920,156,10
1160,38,9
1161,174,10
1162,215,8
250,337,10
1163,48,7
756,97,9
12,1001,1
1164,32,8
806,231,8
1139,12,9
1160,134,9
1165,214,10
1166,234,10
1167,39,9
1168,177,7
997,167,9
176,272,8
523,173,10
243,246,10
1169,122,9
1170,304,5
665,6,10
802,28,10
1171,137,9
1172,231,10
1173,165,10
1174,14,10
70,71,10
1175,1002,0
1176,6,10
1177,177,10
1178,112,9
59,46,8
1179,49,10
1180,280,10
676,141,10
1181,44,9
1182,71,10
1183,276,9
1184,134,10
1185,48,10
191,176,8
1186,123,10
1187,180,10
1188,1001,0
1189,168,10
511,145,8
1190,134,10
111,3,6
1191,247,10
674,106,10
388,126,10
1052,271,10
460,97,9
1192,123,9
1193,137,9
1194,49,10
294,174,9
1195,97,7
799,1001,1
1196,32,6
250,286,10
402,221,0
1197,258,10
1198,204,8
1199,126,10
140,184,10
1200,71,10
120,42,9
1201,324,7
1202,231,9
1203,46,9
1204,234,10
1205,225,8
1206,276,10
756,49,9
705,215,9
195,318,10
453,133,10
1149,117,7
1207,433,7
1208,126,10
1209,39,8
938,148,8
1210,126,8
449,137,9
1211,138,10
953,327,9
42,177,10
1212,201,10
1213,111,10
1214,234,10
17,138,7
1215,193,9
558,174,8
331,160,10
1216,186,10
1217,182,10
1218,220,10
1219,127,9
1220,44,10
1221,126,7
1222,174,10
1223,107,10
1202,234,4
1224,49,10
542,129,10
795,10,10
542,210,10
1225,217,10
1226,122,8
1227,129,6
1228,193,10
1229,174,10
451,312,9
989,1000,1
1230,285,9
1231,320,8
200,210,8
1232,187,10
623,191,7
1233,234,9
1234,183,8
1235,1000,1
1236,300,10
1237,278,9
1238,252,9
1239,118,10
971,10,10
1240,438,10
47,129,5
189,269,10
1241,49,9
1242,161,10
1243,44,9
1244,126,8
1122,71,10
1245,280,10
1246,135,9
182,142,9
599,111,7
1247,243,4
1248,105,10
1249,236,10
1250,161,10
1251,10,9
1252,177,9
266,49,6
469,171,10
41,172,10
1253,134,9
1254,118,8
1255,134,8
1256,174,8
1257,71,5
247,234,10
1258,177,10
414,189,9
1258,187,10
1259,71,10
1260,137,9
212,277,10
1261,225,10
843,147,9
1262,160,10
1263,234,8
1264,126,10
1265,49,10
1266,126,10
1267,160,10
1268,296,10
758,46,8
158,125,10
1269,354,8
1270,126,10
1271,198,9
107,171,10
1272,408,8
1273,160,10
1274,175,9
1275,289,10
1276,367,10
1277,174,10
1278,126,10
1279,126,7
1280,214,10
1281,193,10
1282,161,10
1283,269,8
1284,44,10
799,225,10
1285,12,10
122,210,10
60,280,9
949,263,7
1286,148,9
722,1001,1
343,328,10
1287,225,8
1288,126,10
835,49,8
1289,174,10
971,111,10
1290,129,10
1291,231,10
1224,161,8
1292,213,10
1293,124,9
1098,368,10
1294,99,10
1295,161,10
232,158,10
1296,346,9
1297,122,7
1298,156,8
1299,191,9
770,234,8
1300,387,10
1301,234,10
1149,126,7
1302,180,10
1303,129,10
1304,71,10
1305,1000,1
877,174,10
534,124,6
1245,14,7
1306,184,8
1307,135,9
1308,329,10
950,438,10
638,280,10
742,16,9
283,337,10
1038,171,10
1309,234,7
920,326,10
1310,277,8
973,199,8
1311,112,10
1312,281,9
1128,49,9
1126,174,10
1313,173,10
1314,276,9
1315,174,10
460,282,9
1316,126,10
1317,134,10
544,253,7
1318,160,9
239,375,7
1168,1001,1
1319,122,10
680,39,3
970,178,9
312,288,5
1320,142,7
662,283,10
1242,199,9
1321,177,9
1322,156,10
1122,187,7
1117,184,10
1323,299,8
857,161,8
1324,167,9
1325,177,9
242,24,8
1326,13,10
1327,188,10
1328,319,7
1329,246,10
76,280,10
22,286,9
1330,255,10
1331,177,10
1332,234,10
1333,39,10
1028,118,9
1334,1001,1
1017,129,10
1335,129,0
1336,120,9
753,13,9
1337,111,10
1338,135,9
1339,14,9
159,127,10
1340,134,9
1341,39,10
700,346,0
865,331,7
1342,372,8
1343,178,9
1344,1001,1
1345,321,6
1346,141,10
1347,161,9
1348,248,8
657,138,10
1349,234,0
1350,174,9
1351,134,9
1352,335,10
1353,1001,1
359,125,7
1354,1000,1
518,161,7
1355,118,10
1356,1000,0
1357,185,9
1039,316,9
1358,127,10
107,252,10
997,175,9
1359,1001,1
1360,193,4
355,49,10
1361,300,10
1362,1000,1
471,129,7
286,330,6
1363,39,7
850,1000,1
1364,135,8
1365,49,4
1366,160,10
1092,1001,0
227,24,9
67,10,10
1367,177,10
166,1001,1
1368,111,8
1369,289,10
518,134,8
134,242,6
1370,148,7
1371,198,10
770,49,8
1053,1001,0
1372,97,8
1373,142,9
237,284,10
318,71,8
166,280,9
1374,147,7
700,225,0
956,182,10
394,126,8
1375,167,9
1376,262,10
1377,135,7
460,323,9
1378,32,10
1379,225,10
1380,111,10
380,286,8
1381,191,10
1382,134,3
1383,289,8
1384,99,8
1385,280,10
1386,106,10
479,49,6
1387,129,9
677,171,10
320,111,10
807,275,8
1087,97,9
384,106,7
1388,165,10
1389,127,10
1390,129,8
1391,148,7
831,97,9
1392,124,10
1393,1000,1
479,432,8
1394,49,8
646,14,9
1395,234,8
908,276,7
1396,71,10
852,49,10
1397,247,10
1398,49,8
821,126,8
1399,24,7
1400,231,10
458,167,10
1401,6,9
1402,438,10
1403,134,9
1404,122,10
1405,28,9
1406,141,10
1407,214,8
1408,32,8
1409,161,7
1410,147,7
1217,189,9
1365,138,8
1245,301,10
1411,1000,1
1412,177,10
339,14,9
1413,225,10
64,32,8
795,201,10
1414,234,10
722,49,9
1415,271,10
1416,125,7
1417,39,9
1418,171,7
1419,32,5
243,176,10
766,39,8
1420,140,8
185,44,10
1421,134,10
1422,71,5
1423,120,10
1424,39,10
1425,125,8
472,231,10
404,48,9
1426,125,6
1427,218,10
244,49,8
1325,208,10
1428,39,8
1429,1000,1
1430,125,9
1431,244,10
1432,188,9
1433,156,6
1434,174,9
1279,49,5
1106,256,4
1435,118,9
74,137,9
1436,193,10
67,295,10
1437,122,9
1438,234,9
1439,137,9
182,49,9
1440,111,10
252,174,10
355,125,10
1441,231,10
373,71,6
77,336,6
1442,158,10
1443,191,10
674,283,10
721,171,10
787,278,10
1444,13,10
1099,1000,1
1445,236,9
1446,49,10
1447,49,10
449,126,6
1448,126,9
1449,120,8
1450,49,7
1451,71,8
1452,413,8
841,184,10
1453,177,10
1185,122,10
783,174,10
64,218,10
1454,127,6
542,298,10
227,177,9
311,187,8
1455,252,9
1456,214,10
1457,134,8
343,257,10
1458,335,6
1191,248,10
308,44,10
1459,1001,1
268,49,10
1460,147,8
741,97,0
1461,225,9
194,299,10
1381,286,8
1462,10,9
1463,280,10
1464,326,10
1465,201,7
1299,1001,1
1466,105,9
1467,134,10
1468,122,6
1469,111,8
1470,289,10
111,177,7
1471,39,9
1472,32,10
615,242,9
1473,175,10
1375,97,9
1474,14,8
169,39,9
1475,111,9
575,71,10
67,322,10
462,134,10
1476,344,10
1477,1001,1
1303,177,10
1478,137,10
1479,1000,1
1480,44,10
1481,142,10
1482,271,9
212,346,10
1483,185,9
1484,39,7
1485,201,8
1486,193,10
529,14,9
81,10,10
1487,230,10
1488,432,6
18,126,9
1489,213,10
1490,174,9
814,126,9
59,293,9
1491,282,6
1492,376,8
1493,39,10
1494,161,10
1495,71,8
1496,235,8
238,135,10
1497,275,10
509,126,10
1498,174,9
1499,32,10
362,214,6
870,127,9
1500,234,10
835,160,9
1501,278,8
1502,337,8
721,1000,1
1503,175,9
1504,48,10
145,1001,1
970,118,5
1505,13,10
1506,191,8
1507,127,10
157,363,9
1508,49,10
1509,174,9
1510,1001,1
1027,230,2
120,250,9
1511,1001,1
1512,234,8
22,318,9
542,236,10
901,319,10
1513,120,9
1471,184,9
1514,278,10
1466,14,9
1283,99,9
175,192,9
1515,134,10
1516,234,10
1517,134,10
552,174,9
1518,176,9
1519,142,10
1520,234,9
553,111,10
934,120,8
1521,288,10
1522,13,10
333,147,9
1312,286,5
160,192,9
1100,134,10
741,257,0
1100,286,5
1523,71,9
1524,174,10
1203,49,8
1525,286,10
1404,330,9
1526,94,8
67,185,10
1527,126,9
387,138,8
1416,319,5
1528,175,8
1529,305,10
932,137,9
1270,39,10
1530,198,8
1531,280,9
1532,182,10
619,275,10
1533,12,10
1316,167,10
194,281,10
1534,305,9
1535,126,5
941,39,8
1148,336,6
768,48,10
1536,246,7
186,262,10
1537,177,9
394,214,7
1538,182,10
577,289,10
1539,288,8
1540,253,7
1541,210,4
331,193,10
1542,197,10
1543,191,10
238,28,9
619,39,10
1544,346,9
472,133,10
1033,171,10
1545,126,7
1546,118,8
945,71,10
1547,1001,1
1548,286,9
1549,111,10
1550,335,8
1551,39,10
1552,214,7
1553,208,10
1234,186,10
633,142,8
1554,275,8
1555,46,7
920,147,10
553,234,10
75,373,9
1462,196,7
1302,189,10
1556,234,7
1149,193,8
22,214,9
22,280,8
693,187,9
1557,433,8
742,125,9
1558,32,9
1559,129,10
1139,14,10
1560,174,10
1287,120,9
553,213,10
195,225,10
210,317,5
1561,1001,1
1562,49,8
434,10,9
1301,242,10
1563,225,10
1564,243,10
1221,49,8
1565,213,10
1566,174,7
1567,255,10
308,106,10
227,129,10
1568,14,10
1106,273,2
1322,407,8
1569,293,10
1570,1000,1
67,129,10
1571,134,10
1034,142,8
1550,243,5
1119,189,8
1572,246,5
281,71,10
1573,1000,1
1139,46,10
1574,161,9
1575,71,10
1476,10,10
1576,120,9
1185,127,10
1375,105,9
1577,236,6
1578,174,8
460,193,9
1334,141,10
1579,1001,1
1580,49,10
1581,234,7
613,384,9
1238,270,10
410,177,10
1582,210,10
1323,301,10
1489,161,10
854,147,9
1583,134,10
463,137,0
266,140,9
1584,180,7
1585,316,10
867,45,8
1586,301,5
1322,439,10
1587,71,10
1588,201,10
1589,126,9
997,140,9
1590,305,10
1591,39,8
291,371,10
1592,111,7
1593,177,9
1222,137,10
1594,276,7
1377,13,10
1260,129,8
1440,177,10
1595,14,6
1596,127,8
1244,206,10
1248,111,10
1389,193,10
756,325,9
851,289,10
35,346,10
1597,126,9
1084,171,9
403,111,10
1471,198,10
1598,1000,1
449,127,7
1599,333,10
564,333,10
338,161,10
1600,133,10
1601,335,10
1602,210,3
1603,163,8
1604,167,10
65,354,9
1605,147,10
615,161,9
22,45,5
1606,14,9
